As At Month,Visa Type,Occupation,EOI Status,Points,Nominated State,Count EOIs
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,NSW,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,NT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,QLD,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,SA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,TAS,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,VIC,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,WA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,45,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,ACT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,ANY,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,NSW,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,NT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,QLD,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,SA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,TAS,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,VIC,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,50,WA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,ACT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,ANY,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,NSW,33
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,NT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,QLD,31
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,SA,21
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,TAS,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,VIC,32
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,WA,29
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,55,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,ACT,50
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,ANY,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,NSW,82
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,NT,35
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,QLD,71
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,SA,66
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,TAS,29
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,VIC,66
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,WA,67
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,60,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,ACT,105
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,ANY,21
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,NSW,164
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,NT,61
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,QLD,139
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,SA,144
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,TAS,66
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,VIC,163
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,WA,150
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,65,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,ACT,123
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,ANY,20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,NSW,249
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,NT,68
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,QLD,203
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,SA,191
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,TAS,77
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,VIC,226
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,WA,188
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,70,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,ACT,129
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,ANY,27
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,NSW,220
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,NT,56
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,QLD,183
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,SA,173
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,TAS,52
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,VIC,203
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,WA,186
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,75,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,ACT,117
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,ANY,23
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,NSW,241
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,NT,35
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,QLD,232
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,SA,183
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,TAS,48
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,VIC,225
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,WA,219
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,80,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,ACT,44
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,ANY,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,NSW,111
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,NT,24
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,QLD,100
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,SA,79
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,TAS,26
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,VIC,126
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,WA,105
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,85,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,ACT,22
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,ANY,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,NSW,60
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,NT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,QLD,46
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,SA,35
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,TAS,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,VIC,73
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,WA,46
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,90,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,ACT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,ANY,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,NSW,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,NT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,QLD,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,SA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,TAS,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,VIC,22
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,95,WA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,100,NSW,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,100,QLD,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,100,SA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,100,VIC,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,100,WA,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,100,-,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,105,NSW,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,105,NT,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,105,QLD,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,105,TAS,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,105,VIC,<20
02/2026,190SAS Skilled Australian Sponsored,133111 Construction Project Manager,CLOSED,105,WA,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,55,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,60,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,70,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,75,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,80,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,85,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,90,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,95,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,SUBMITTED,100,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,HOLD,90,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,60,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,65,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,70,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,75,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,80,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,85,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,90,N/A,<20
02/2026,491FSR Family Sponsored - Regional,133111 Construction Project Manager,CLOSED,95,N/A,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,45,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,50,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,50,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,50,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,55,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,60,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,ACT,31
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,NSW,47
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,NT,36
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,QLD,45
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,SA,45
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,TAS,26
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,VIC,51
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,65,WA,63
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,ACT,125
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,ANY,23
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,NSW,178
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,NT,101
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,QLD,159
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,SA,173
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,TAS,77
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,VIC,183
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,70,WA,197
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,ACT,98
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,ANY,28
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,NSW,149
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,NT,83
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,QLD,141
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,SA,151
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,TAS,69
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,VIC,132
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,75,WA,175
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,ACT,172
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,ANY,35
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,NSW,278
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,NT,136
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,QLD,246
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,SA,258
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,TAS,90
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,VIC,226
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,80,WA,309
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,ACT,130
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,ANY,31
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,NSW,210
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,NT,100
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,QLD,159
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,SA,196
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,TAS,83
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,VIC,163
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,85,WA,308
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,ACT,131
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,ANY,22
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,NSW,197
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,NT,100
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,QLD,160
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,SA,196
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,TAS,79
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,VIC,151
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,90,WA,231
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,ACT,45
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,NSW,79
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,NT,33
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,QLD,56
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,SA,69
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,TAS,31
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,VIC,50
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,95,WA,99
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,ACT,22
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,NSW,44
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,QLD,27
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,SA,38
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,VIC,25
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,100,WA,56
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,105,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,110,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,SUBMITTED,110,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,65,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,70,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,70,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,70,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,70,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,70,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,70,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,75,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,75,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,75,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,75,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,80,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,NSW,40
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,85,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,NSW,27
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,90,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,95,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,100,ANY,<20
